               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  69,              1.5568,             0.87798,              1.2876,             0.86382,             0.85505,             0.91169,             0.59162,                   0,                   0,                   0,            0.003268,            0.003268,            0.003268
                  70,              1.5459,             0.88082,              1.2928,             0.85953,             0.86457,             0.91341,              0.5978,                   0,                   0,                   0,            0.003169,            0.003169,            0.003169
                  71,              1.5485,              0.8769,              1.2986,             0.86432,             0.86357,             0.91084,             0.59477,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                  72,              1.5291,             0.87226,              1.2876,             0.86487,             0.85906,              0.9146,             0.59593,                   0,                   0,                   0,            0.002971,            0.002971,            0.002971
                  73,              1.5329,             0.86743,              1.2903,             0.85433,             0.86035,             0.90526,              0.5894,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                  74,              1.5224,              0.8648,              1.2923,             0.87439,              0.8418,             0.90869,             0.59201,                   0,                   0,                   0,            0.002773,            0.002773,            0.002773
                  75,              1.5158,             0.85283,              1.2842,             0.84768,             0.88503,              0.9145,             0.59998,                   0,                   0,                   0,            0.002674,            0.002674,            0.002674
                  76,              1.5151,             0.85068,              1.2818,             0.85244,             0.85914,             0.90925,             0.59751,                   0,                   0,                   0,            0.002575,            0.002575,            0.002575
                  77,              1.5197,             0.85471,              1.2805,             0.84346,             0.87127,             0.90897,             0.59337,                   0,                   0,                   0,            0.002476,            0.002476,            0.002476
                  78,              1.5241,             0.84583,              1.2771,             0.85162,             0.86341,             0.90614,             0.59512,                   0,                   0,                   0,            0.002377,            0.002377,            0.002377
                  79,              1.5056,             0.83247,              1.2774,             0.82624,             0.87885,             0.90366,             0.59272,                   0,                   0,                   0,            0.002278,            0.002278,            0.002278
                  80,              1.5174,             0.84738,              1.2832,             0.86423,             0.85158,             0.91276,             0.59967,                   0,                   0,                   0,            0.002179,            0.002179,            0.002179
                  81,               1.505,             0.83861,              1.2837,             0.84443,             0.87513,             0.91076,             0.59865,                   0,                   0,                   0,             0.00208,             0.00208,             0.00208
                  82,              1.5004,             0.82499,              1.2752,             0.83532,              0.8897,              0.9124,             0.59819,                   0,                   0,                   0,            0.001981,            0.001981,            0.001981
                  83,              1.4993,             0.82603,               1.281,             0.85739,             0.85989,               0.917,             0.60046,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                  84,              1.4933,             0.83146,              1.2783,             0.83352,             0.88807,             0.90857,             0.59663,                   0,                   0,                   0,            0.001783,            0.001783,            0.001783
                  85,              1.4787,             0.81387,              1.2698,             0.86224,             0.85713,             0.91382,             0.60028,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                  86,              1.4826,              0.8206,              1.2742,             0.85033,             0.87196,             0.91589,             0.60539,                   0,                   0,                   0,            0.001585,            0.001585,            0.001585
                  87,               1.482,             0.81116,              1.2747,              0.8627,             0.84315,              0.9166,              0.6056,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                  88,              1.4793,             0.80804,              1.2756,             0.86047,              0.8659,             0.91649,             0.60322,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                  89,              1.4848,             0.81004,              1.2657,             0.86772,             0.85392,             0.91596,             0.60103,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                  90,              1.4745,             0.79658,              1.2614,             0.87257,             0.85037,             0.90969,             0.60071,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                  91,              1.4707,             0.79419,              1.2611,             0.87161,             0.84772,             0.90998,             0.60059,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                  92,              1.4712,             0.78838,              1.2606,             0.87357,             0.84761,             0.91386,             0.60138,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                  93,              1.4705,             0.80132,              1.2726,             0.86534,             0.85872,              0.9189,             0.60116,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                  94,              1.4615,              0.7897,              1.2608,              0.8799,             0.83621,             0.91178,             0.60124,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                  95,              1.4506,               0.776,              1.2644,              0.8776,             0.83755,             0.91127,             0.60251,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                  96,              1.4508,             0.77567,              1.2581,             0.88271,             0.84553,             0.91728,              0.6035,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                  97,              1.4483,             0.77142,              1.2576,             0.88561,             0.83653,             0.91347,             0.60331,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                  98,              1.4588,             0.78488,              1.2536,             0.87291,             0.84797,              0.9136,             0.60167,                   0,                   0,                   0,            0.000397,            0.000397,            0.000397
                  99,              1.4428,             0.76262,               1.261,             0.86344,             0.85749,              0.9144,             0.60255,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
